pmid,year,title,journal,screen_reason,url
37775645,2024,"Restoration of vision by combined experimental antithymocyte therapy, and orbital radiation with high-dose steroids for severe, acute, steroid-refractory, congestive thyroid orbitopathy.",Documenta ophthalmologica. Advances in ophthalmology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/37775645/
37393176,2024,Minimizing Contrast Media Dose in CT Pulmonary Angiography with Clinical Photon Counting Using High Pitch Technique.,Academic radiology,MR/CT imaging 'FLASH': High Pitch,https://pubmed.ncbi.nlm.nih.gov/37393176/
38067354,2023,"Hypofractionation in Glioblastoma: An Overview of Palliative, Definitive, and Exploratory Uses.",Cancers,no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/38067354/
38067250,2023,More than Five Decades of Proton Therapy: A Bibliometric Overview of the Scientific Literature.,Cancers,no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/38067250/
38063135,2023,"3-Fluoro-2H-azirine: Generation, Characterization, and Photochemistry.",The journal of physical chemistry. A,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/38063135/
38031125,2023,"Quality assurance in a phase III, multicenter, randomized trial of POstmastectomy radioThErapy in Node posiTive breast cancer with or without Internal mAmmary nodaL irradiation (POTENTIAL): a planning benchmark case.","Radiation oncology (London, England)",aperture/planning 'flash': skin flash,https://pubmed.ncbi.nlm.nih.gov/38031125/
38023210,2023,Robustness of hypofractionated breast radiotherapy after breast-conserving surgery with free breathing.,Frontiers in oncology,aperture/planning 'flash': skin flash,https://pubmed.ncbi.nlm.nih.gov/38023210/
37998531,2023,Comparative Study of Plan Robustness for Breast Radiotherapy: Volumetric Modulated Arc Therapy Plans with Robust Optimization versus Manual Flash Approach.,"Diagnostics (Basel, Switzerland)",aperture/planning 'flash': manual flash,https://pubmed.ncbi.nlm.nih.gov/37998531/
37939705,2023,"Unraveling the Solid-State Photoreactivity of Carbonylbis(4,1-Phenylene)dicarbonazidate with Laser Flash Photolysis.",The journal of physical chemistry. A,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/37939705/
37828716,2023,Solid lipid nanoparticles of lutein with improved dissolution behavior and oral absorption.,Pharmaceutical development and technology,no radiation signal + off-topic term: nanoprecipitation,https://pubmed.ncbi.nlm.nih.gov/37828716/
37809274,2023,Retrospective Analysis of the Areas Responsible for Light Flash and Odor During Proton Beam Therapy and Photon Therapy.,Cureus,off-topic sense of 'flash': light flash,https://pubmed.ncbi.nlm.nih.gov/37809274/
37793275,2023,Assessment of the PARP inhibitor talazoparib photosafety profile.,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/37793275/
37774753,2023,Impact of Respiratory Motion on the Skin Dose for Breast Cancer in Tomotherapy: A Study in the In-house Moving Phantom.,Technology in cancer research & treatment,off-topic sense of 'flash': virtual bolus,https://pubmed.ncbi.nlm.nih.gov/37774753/
37485049,2023,Synchronization of light flash with the irradiation pulse in proton beam therapy: A case report.,Technical innovations & patient support in radiation oncology,off-topic sense of 'flash': light flash,https://pubmed.ncbi.nlm.nih.gov/37485049/
37460363,2023,Robust VMAT treatment planning for extremity soft tissue sarcomas.,Medical dosimetry : official journal of the American Association of Medical Dosimetrists,off-topic sense of 'flash': virtual bolus,https://pubmed.ncbi.nlm.nih.gov/37460363/
37434541,2023,Photolysis of an Archetypal Model Complex. Photooxidation Versus Photoreduction of Azido(porphinato)iron(III).,"Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: thin film,https://pubmed.ncbi.nlm.nih.gov/37434541/
37428984,2023,Photochemical Transformation of Free Chlorine Induced by Triplet State Dissolved Organic Matter.,Environmental science & technology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/37428984/
37408674,2023,Effect of Serelys Homme on the Incidence and Severity of Vasomotor Symptoms and Quality-of-Life Impairments in Patients Receiving Hormone Therapy and Radiation for Localized Prostate Cancer: Results of the ESCULAPE Phase 2 Prospective Study.,Advances in radiation oncology,off-topic sense of 'flash': hot flash,https://pubmed.ncbi.nlm.nih.gov/37408674/
37401827,2023,Near-infrared radiation causes sebaceous gland enlargement along with an ROS-dependent augmentation of epidermal growth factor receptor expression in hamsters.,Experimental dermatology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/37401827/
37375200,2023,Effect of Low-Dose Line-Spectrum and Full-Spectrum UV on Major Humoral Components of Human Blood.,"Molecules (Basel, Switzerland)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/37375200/
37374779,2023,Effect of Microwave Irradiation on the Dielectric Characteristics of Semi-Conductive Nanoparticle-Based Nanofluids: Progress towards the Microwave Synthesis.,Micromachines,no radiation signal + off-topic term: dielectric,https://pubmed.ncbi.nlm.nih.gov/37374779/
37363104,2023,Updates on radiotherapy-immunotherapy combinations: Proceedings of 6th annual ImmunoRad conference.,Oncoimmunology,no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/37363104/
37287131,2023,Comparing brass mesh to tissue equivalent bolus materials for volumetric modulated arc therapy chest wall irradiation.,Journal of applied clinical medical physics,aperture/planning 'flash': pseudo-flash,https://pubmed.ncbi.nlm.nih.gov/37287131/
37267990,2023,Hydrogenated amorphous silicon high flux x-ray detectors for synchrotron microbeam radiation therapy.,Physics in medicine and biology,"spatially fractionated RT, not UHDR: microbeam",https://pubmed.ncbi.nlm.nih.gov/37267990/
37261435,2023,FP(μ-N)2 S: A Sulfur-Pnictogen Four-Membered Ring with 6π Electrons.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/37261435/
37242570,2023,An Update on Recent Advances of Photodynamic Therapy for Primary Cutaneous Lymphomas.,Pharmaceutics,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/37242570/
37154587,2023,"Quantification of damage to plasmid DNA from 35 MeV electrons, 228 MeV protons and 300 kVp X-rays in varying hydroxyl radical scavenging environments.",Journal of radiation research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/37154587/
37145971,2023,Development and characterization of a versatile mini-beam collimator for pre-clinical photon beam irradiation.,Medical physics,"spatially fractionated RT, not UHDR: mini-beam",https://pubmed.ncbi.nlm.nih.gov/37145971/
37119051,2023,LBA02-09 EMBARK: A Phase 3 Randomized Study of Enzalutamide or Placebo Plus Leuprolide Acetate and Enzalutamide Monotherapy in High-risk Biochemically Recurrent Prostate Cancer.,The Journal of urology,off-topic sense of 'flash': hot flash,https://pubmed.ncbi.nlm.nih.gov/37119051/
37116146,2023,"Optimal Combination of Pitch, Modulation Factor and Dosimetric Considerations in Treatment Planning for Total Body Irradiation Using Helical Tomotherapy.",Asian Pacific journal of cancer prevention : APJCP,aperture/planning 'flash': skin flash,https://pubmed.ncbi.nlm.nih.gov/37116146/
37109863,2023,Microstructure Formation and Mechanical Properties of Metastable Titanium-Based Gradient Coating Fabricated via Intense Pulse Ion Beam Melt Mixing.,"Materials (Basel, Switzerland)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/37109863/
37108745,2023,Synthesis of Bis(amino acids) Containing the Styryl-cyclobutane Core by Photosensitized [2+2]-Cross-cycloaddition of Allylidene-5(4H)-oxazolones.,International journal of molecular sciences,off-topic title subject: cycloadd,https://pubmed.ncbi.nlm.nih.gov/37108745/
37083742,2023,Evaluation of the impact of a novel denoising algorithm on image quality in dual-energy abdominal CT of obese patients.,European radiology,MR/CT imaging 'FLASH': SOMATOM,https://pubmed.ncbi.nlm.nih.gov/37083742/
37040836,2023,A new view on the mechanism of UV photodegradation of the tricyclic antidepressant carbamazepine in aqueous solutions.,Chemosphere,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/37040836/
37025589,2023,Editorial: 365 days of progress in radiation oncology.,Frontiers in oncology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/37025589/
37018018,2023,Light-Deactivated Fluorescent Probes (FLASH-Off) for Multiplexed Imaging.,Journal of the American Chemical Society,no radiation signal + off-topic term: fluorescent probe,https://pubmed.ncbi.nlm.nih.gov/37018018/
37006681,2023,Room temperature design of Ce(iv)-MOFs: from photocatalytic HER and OER to overall water splitting under simulated sunlight irradiation.,Chemical science,no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/37006681/
36987879,2023,Low-dose ultra-high-pitch computed tomography coronary angiography: identifying the optimum combination of iteration strength and radiation dose reduction strategies to achieve true submillisievert scans.,"Diagnostic and interventional radiology (Ankara, Turkey)",MR/CT imaging 'FLASH': high-pitch,https://pubmed.ncbi.nlm.nih.gov/36987879/
36959978,2023,A simple flash and freeze system for cryogenic time-resolved electron microscopy.,Frontiers in molecular biosciences,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/36959978/
36926906,2023,Excited-State Intramolecular Proton Transfer in Salicylidene-α-Hydroxy Carboxylate Derivatives: Direct Detection of the Triplet Excited State of the cis-Keto Tautomer.,The journal of physical chemistry. A,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/36926906/
36921424,2023,Modeling of scavenging systems in water radiolysis with Geant4-DNA.,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/36921424/
36907419,2023,Assessing the photodegradation potential of compounds derived from the photoinduced weathering of polystyrene in water.,The Science of the total environment,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/36907419/
36877095,2023,Selective Preparation of Phosphorus Mononitride (P≡N) from Phosphinoazide and Reversible Oxidation to Phosphinonitrene.,Angewandte Chemie (International ed. in English),no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/36877095/
36852682,2023,Technical note: Measurement of the bunch structure of a clinical proton beam using a SiPM coupled to a plastic scintillator with an optical fiber.,Medical physics,no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/36852682/
36773035,2023,"Influence of heart rate and heart rate variability on the feasibility of ultra-fast, high-pitch coronary photon-counting computed tomography angiography.",The international journal of cardiovascular imaging,MR/CT imaging 'FLASH': high-pitch,https://pubmed.ncbi.nlm.nih.gov/36773035/
36737788,2023,Dosimetric comparison of two dose expansion methods in intensity modulated radiotherapy for breast cancer.,"Radiation oncology (London, England)",off-topic sense of 'flash': virtual bolus,https://pubmed.ncbi.nlm.nih.gov/36737788/
36731142,2023,Alanine response to low energy synchrotron x-ray radiation.,Physics in medicine and biology,no ultra-high-dose-rate signature (rad signal=3),https://pubmed.ncbi.nlm.nih.gov/36731142/
36658174,2023,Rapid photonic curing effects of xenon flash lamp on ITO-Ag-ITO multilayer electrodes for high throughput transparent electronics.,Scientific reports,no radiation signal + off-topic term: semiconductor,https://pubmed.ncbi.nlm.nih.gov/36658174/
36462532,2023,Emphysema Quantifications With CT Scan: Assessing the Effects of Acquisition Protocols and Imaging Parameters Using Virtual Imaging Trials.,Chest,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/36462532/
36403842,2023,A new bi-radical species formed during the photochemical degradation of synthetic musk tonalide in water: Study of in-situ laser flash photolysis and validation of synthesized standard sample.,The Science of the total environment,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/36403842/
36356308,2023,GPU-accelerated Monte Carlo simulation of electron and photon interactions for radiotherapy applications.,Physics in medicine and biology,no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/36356308/
36306966,2023,Ultra-short chain fluorocarboxylates exhibit wide ranging reactivity with hydrated electrons.,Chemosphere,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/36306966/
36241419,2023,Synergetic effect of high dose rate radiations (10× FFF/2400 MU/min/10 MV x-rays) and paclitaxel selectively eliminates melanoma cells.,"Cancer reports (Hoboken, N.J.)",no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/36241419/
35771038,2023,Safety and Functional Integrity of Continuous Glucose Monitoring Sensors When Used During Radiologic Procedures Under High Exposure Conditions.,Journal of diabetes science and technology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/35771038/
35652751,2023,Formation of Stilbene Azo-Dimer by Direct Irradiation of p-Azidostilbene†.,Photochemistry and photobiology,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/35652751/
