pmid,year,title,authors,journal,category,tags,doi,pmc,url
37169007,2023,Characterization of 250 MeV Protons from the Varian ProBeam PBS System for FLASH Radiation Therapy.,Charyyev S; Chang CW; Zhu M; Lin L; Langen K; Dhabaan A,International journal of particle therapy,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Treatment Planning & Optimization,10.14338/IJPT-22-00027.1,PMC10166018,https://pubmed.ncbi.nlm.nih.gov/37169007/
37160539,2023,The current status of FLASH particle therapy: a systematic review.,Atkinson J; Bezak E; Le H; Kempson I,Physical and engineering sciences in medicine,Reviews & Consensus,Reviews & Consensus; Radiobiology; Physics & Dosimetry; Modeling & Mechanisms,10.1007/s13246-023-01266-z,PMC10209266,https://pubmed.ncbi.nlm.nih.gov/37160539/
37158121,2023,"Erratum: ""Image guidance for FLASH Radiotherapy"" https://doi.org/10.1002/mp.15662.",,Medical physics,Perspectives & Commentary,Perspectives & Commentary,10.1002/mp.16152,,https://pubmed.ncbi.nlm.nih.gov/37158121/
37141903,2023,The first PET glimpse of a proton FLASH beam.,Abouzahr F; Cesar JP; Crespo P; Gajda M; Hu Z; Kaye W; Klein K; Kuo AS; Majewski S; Mawlawi O; Morozov A; Ojha A; Poenisch F; Polf JC; Proga M; Sahoo N; Seco J; Takaoka T; Tavernier S; Titt U; Wang X; Zhu XR; Lang K,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry; Modeling & Mechanisms,10.1088/1361-6560/acd29e,,https://pubmed.ncbi.nlm.nih.gov/37141903/
37131769,2023,Dosimetric and biologic intercomparison between electron and proton FLASH beams.,Almeida A; Togno M; Ballesteros-Zebadua P; Franco-Perez J; Geyer R; Schaefer R; Petit B; Grilj V; Meer D; Safai S; Lomax T; Weber DC; Bailat C; Psoroulas S; Vozenin MC,bioRxiv : the preprint server for biology,Radiobiology,Radiobiology; Physics & Dosimetry,10.1101/2023.04.20.537497,PMC10153243,https://pubmed.ncbi.nlm.nih.gov/37131769/
37121362,2023,Framework for Quality Assurance of Ultrahigh Dose Rate Clinical Trials Investigating FLASH Effects and Current Technology Gaps.,Zou W; Zhang R; Schüler E; Taylor PA; Mascia AE; Diffenderfer ES; Zhao T; Ayan AS; Sharma M; Yu SJ; Lu W; Bosch WR; Tsien C; Surucu M; Pollard-Larkin JM; Schuemann J; Moros EG; Bazalova-Carter M; Gladstone DJ; Li H; Simone CB; Petersson K; Kry SF; Maity A; Loo BW; Dong L; Maxim PG; Xiao Y; Buchsbaum JC,"International journal of radiation oncology, biology, physics",Reviews & Consensus,Reviews & Consensus; Radiobiology; Clinical & Translational; Treatment Planning & Optimization; Physics & Dosimetry,10.1016/j.ijrobp.2023.04.018,PMC10526970,https://pubmed.ncbi.nlm.nih.gov/37121362/
37108360,2023,Comet Assay Profiling of FLASH-Induced Damage: Mechanistic Insights into the Effects of FLASH Irradiation.,Cooper CR; Jones DJL; Jones GDD; Petersson K,International journal of molecular sciences,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology; Physics & Dosimetry,10.3390/ijms24087195,PMC10138874,https://pubmed.ncbi.nlm.nih.gov/37108360/
37105403,2023,Clinical Linear Accelerator-Based Electron FLASH: Pathway for Practical Translation to FLASH Clinical Trials.,No HJ; Wu YF; Dworkin ML; Manjappa R; Skinner L; Ashraf MR; Lau B; Melemenidis S; Viswanathan V; Yu AS; Surucu M; Schüler E; Graves EE; Maxim PG; Loo BW,"International journal of radiation oncology, biology, physics",Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Clinical & Translational; Radiobiology,10.1016/j.ijrobp.2023.04.011,PMC12359654,https://pubmed.ncbi.nlm.nih.gov/37105403/
37086975,2023,Mechanisms of the 'FLASH' effect: Radiation chemistry should not be ignored in developing models.,Wardman P,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,Modeling & Mechanisms,Modeling & Mechanisms,10.1016/j.radonc.2023.109673,,https://pubmed.ncbi.nlm.nih.gov/37086975/
37086074,2023,Recent developments in absolute dosimetry for FLASH radiotherapy.,Subiel A; Romano F,The British journal of radiology,Reviews & Consensus,Reviews & Consensus; Physics & Dosimetry; Radiobiology,10.1259/bjr.20220560,PMC10392637,https://pubmed.ncbi.nlm.nih.gov/37086074/
37084737,2023,In situcorrection of recombination effects in ultra-high dose rate irradiations with protons.,Schaefer R; Psoroulas S; Weber DC,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology,10.1088/1361-6560/accf5c,,https://pubmed.ncbi.nlm.nih.gov/37084737/
37072007,2023,The PTB water calorimeter for determining the absolute absorbed dose to water in ultra-high pulse dose rate electron beams.,Bourgouin A; Hackel T; Kapsch RP,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry; Modeling & Mechanisms; Beam Delivery & Technology,10.1088/1361-6560/acce1d,,https://pubmed.ncbi.nlm.nih.gov/37072007/
37059234,2023,Radiation-Chemical Oxygen Depletion Depends on Chemical Environment and Dose Rate: Implications for the FLASH Effect.,Koch CJ; Kim MM; Wiersma RD,"International journal of radiation oncology, biology, physics",Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology; Beam Delivery & Technology,10.1016/j.ijrobp.2023.04.001,PMC11044555,https://pubmed.ncbi.nlm.nih.gov/37059234/
37046782,2023,Independent Reproduction of the FLASH Effect on the Gastrointestinal Tract: A Multi-Institutional Comparative Study.,Valdés Zayas A; Kumari N; Liu K; Neill D; Delahoussaye A; Gonçalves Jorge P; Geyer R; Lin SH; Bailat C; Bochud F; Moeckli R; Koong AC; Bourhis J; Taniguchi CM; Herrera FG; Schüler E,Cancers,Radiobiology,Radiobiology; Beam Delivery & Technology,10.3390/cancers15072121,PMC10093322,https://pubmed.ncbi.nlm.nih.gov/37046782/
37034651,2023,FLASH-RT does not affect chromosome translocations and junction structures beyond that of CONV-RT dose-rates.,Barghouth PG; Melemenidis S; Montay-Gruel P; Ollivier J; Viswanathan V; Jorge PG; Soto LA; Lau BC; Sadeghi C; Edlabadkar A; Manjappa R; Wang J; Le Bouteiller M; Surucu M; Yu A; Bush K; Skinner L; Maxim PG; Loo BW; Limoli CL; Vozenin MC; Frock RL,bioRxiv : the preprint server for biology,Radiobiology,Radiobiology; Modeling & Mechanisms,10.1101/2023.03.27.534408,PMC10081175,https://pubmed.ncbi.nlm.nih.gov/37034651/
37021608,2023,Modeling of the FLASH effect for ion beam radiation therapy.,Song H; Kim Y; Sung W,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),Radiobiology,Radiobiology; Modeling & Mechanisms,10.1016/j.ejmp.2023.102553,,https://pubmed.ncbi.nlm.nih.gov/37021608/
37019772,2023,The Future of Vestibular Schwannoma Management.,Moore LS; Stankovic KM,Otolaryngologic clinics of North America,Reviews & Consensus,Reviews & Consensus,10.1016/j.otc.2023.02.018,,https://pubmed.ncbi.nlm.nih.gov/37019772/
37008254,2023,Comparison of Gonadal Toxicity of Single-Fraction Ultra-High Dose Rate and Conventional Radiation in Mice.,Cuitiño MC; Fleming JL; Jain S; Cetnar A; Ayan AS; Woollard J; Manring H; Meng W; McElroy JP; Blakaj DM; Gupta N; Chakravarti A,Advances in radiation oncology,Beam Delivery & Technology,Beam Delivery & Technology; Radiobiology,10.1016/j.adro.2023.101201,PMC10050676,https://pubmed.ncbi.nlm.nih.gov/37008254/
39421564,2023,Reinventing Radiobiology in the Light of FLASH Radiotherapy.,Limoli CL; Vozenin MC,Annual review of cancer biology,Radiobiology,Radiobiology,10.1146/annurev-cancerbio-061421-022217,PMC11486513,https://pubmed.ncbi.nlm.nih.gov/39421564/
36997269,2023,Radiation-induced immune response in novel radiotherapy approaches FLASH and spatially fractionated radiotherapies.,Bertho A; Iturri L; Prezado Y,International review of cell and molecular biology,Radiobiology,Radiobiology,10.1016/bs.ircmb.2022.11.005,,https://pubmed.ncbi.nlm.nih.gov/36997269/
36982185,2023,Do We Preserve Tumor Control Probability (TCP) in FLASH Radiotherapy? A Model-Based Analysis.,Liew H; Mein S; Tessonnier T; Abdollahi A; Debus J; Dokic I; Mairani A,International journal of molecular sciences,Radiobiology,Radiobiology,10.3390/ijms24065118,PMC10049554,https://pubmed.ncbi.nlm.nih.gov/36982185/
36980750,2023,Non-Surgical Definitive Treatment for Operable Breast Cancer: Current Status and Future Prospects.,Shibamoto Y; Takano S,Cancers,Reviews & Consensus,Reviews & Consensus,10.3390/cancers15061864,PMC10046665,https://pubmed.ncbi.nlm.nih.gov/36980750/
36979024,2023,Assessment of Cystamine's Radioprotective/Antioxidant Ability under High-Dose-Rate Irradiation: A Monte Carlo Multi-Track Chemistry Simulation Study.,Penabeï S; Meesungnoen J; Jay-Gerin JP,"Antioxidants (Basel, Switzerland)",Modeling & Mechanisms,Modeling & Mechanisms; Physics & Dosimetry; Radiobiology,10.3390/antiox12030776,PMC10044900,https://pubmed.ncbi.nlm.nih.gov/36979024/
36964949,2023,Is singlet oxygen involved in FLASH-RT?,Alanazi A; Jay-Gerin JP; Blázquez-Castro A,Journal of applied clinical medical physics,Radiobiology,Radiobiology,10.1002/acm2.13974,PMC10338775,https://pubmed.ncbi.nlm.nih.gov/36964949/
36952604,2023,Fractionated FLASH radiation in xenografted lung tumors induced FLASH effect at a split dose of 2 Gy.,Dai Y; Liang R; Wang J; Zhang J; Wu D; Zhao R; Liu Z; Chen F,International journal of radiation biology,Radiobiology,Radiobiology; Modeling & Mechanisms,10.1080/09553002.2023.2194403,,https://pubmed.ncbi.nlm.nih.gov/36952604/
36951857,2023,FLASH Radiotherapy in a Value-Based Health Care Environment.,Dimitroyannis DA,JAMA oncology,Perspectives & Commentary,Perspectives & Commentary,10.1001/jamaoncol.2023.0131,,https://pubmed.ncbi.nlm.nih.gov/36951857/
36951830,2023,FLASH Radiotherapy in a Value-Based Health Care Environment-Reply.,Mascia AE; Daugherty EC; Breneman JC,JAMA oncology,Perspectives & Commentary,Perspectives & Commentary,10.1001/jamaoncol.2023.0134,,https://pubmed.ncbi.nlm.nih.gov/36951830/
36944258,2023,Impact of respiratory motion on proton pencil beam scanning FLASH radiotherapy: anin silicoand phantom measurement study.,Yang Y; Kang M; Huang S; Chen CC; Tsai P; Hu L; Yu F; Hajj C; Choi JI; Tome WA; Simone CB; Lin H,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry; Radiobiology; Beam Delivery & Technology; Modeling & Mechanisms,10.1088/1361-6560/acc632,,https://pubmed.ncbi.nlm.nih.gov/36944258/
36932693,2023,Commissioning a 250 MeV research beamline for proton FLASH radiotherapy preclinical experiments.,Yang Y; Kang M; Chen CC; Hu L; Yu F; Tsai P; Huang S; Liu J; Turner R; Shen B; Hasan S; Chhabra AM; Choi JI; Bell B; Pennock M; Tome WA; Guha C; Simone CB; Lin H,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Radiobiology,10.1002/mp.16364,,https://pubmed.ncbi.nlm.nih.gov/36932693/
36932635,2023,Feasibility study of hybrid inverse planning with transmission beams and single-energy spread-out Bragg peaks for proton FLASH radiotherapy.,Ma C; Yang X; Chang CW; Liu R; Bohannon D; Lin L; Liu T; Tian S; Zhou J,Medical physics,Treatment Planning & Optimization,Treatment Planning & Optimization; Radiobiology; Physics & Dosimetry,10.1002/mp.16370,PMC11700378,https://pubmed.ncbi.nlm.nih.gov/36932635/
36910025,2023,Novel unconventional radiotherapy techniques: Current status and future perspectives - Report from the 2nd international radiation oncology online seminar.,Tubin S; Vozenin MC; Prezado Y; Durante M; Prise KM; Lara PC; Greco C; Massaccesi M; Guha C; Wu X; Mohiuddin MM; Vestergaard A; Bassler N; Gupta S; Stock M; Timmerman R,Clinical and translational radiation oncology,Reviews & Consensus,Reviews & Consensus,10.1016/j.ctro.2023.100605,PMC9996385,https://pubmed.ncbi.nlm.nih.gov/36910025/
36843383,2023,Erratum: Technical note: Validation of an ultrahigh dose rate pulsed electron beam monitoring system using a current transformer for FLASH preclinical studies.,,Medical physics,Physics & Dosimetry,Physics & Dosimetry,10.1002/mp.16315,PMC10479975,https://pubmed.ncbi.nlm.nih.gov/36843383/
36821983,2023,Flash radiotherapy-gateway to promised land or another mirage.,Mali SB; Dahivelkar S,Oral oncology,Radiobiology,Radiobiology,10.1016/j.oraloncology.2023.106342,,https://pubmed.ncbi.nlm.nih.gov/36821983/
36804694,2023,Treatment planning consideration for very high-energy electron FLASH radiotherapy.,Zhang G; Zhang Z; Gao W; Quan H,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),Modeling & Mechanisms,Modeling & Mechanisms; Treatment Planning & Optimization; Physics & Dosimetry; Beam Delivery & Technology,10.1016/j.ejmp.2023.102539,,https://pubmed.ncbi.nlm.nih.gov/36804694/
36780153,2023,Monte Carlo simulation of shielding designs for a cabinet form factor preclinical MV-energy photon FLASH radiotherapy system.,Rosenstrom A; Santana-Leitner M; Rokni SH; Shumail M; Tantawi S; Dewji S; Loo BW,Medical physics,Modeling & Mechanisms,Modeling & Mechanisms; Beam Delivery & Technology,10.1002/mp.16290,,https://pubmed.ncbi.nlm.nih.gov/36780153/
36758965,2023,Ultra-high dose rate FLASH radiation therapy for cancer.,Kim MM; Zou W,Medical physics,Reviews & Consensus,Reviews & Consensus; Radiobiology,10.1002/mp.16271,PMC11056953,https://pubmed.ncbi.nlm.nih.gov/36758965/
36749987,2023,On the potential biological impact of radiation-induced acoustic emissions during ultra-high dose rate electron radiotherapy: a preliminary study.,Lascaud J; Parodi K,Physics in medicine and biology,Radiobiology,Radiobiology; Treatment Planning & Optimization,10.1088/1361-6560/acb9ce,,https://pubmed.ncbi.nlm.nih.gov/36749987/
36739297,2023,Absolute dosimetry for FLASH proton pencil beam scanning radiotherapy.,Lourenço A; Subiel A; Lee N; Flynn S; Cotterill J; Shipley D; Romano F; Speth J; Lee E; Zhang Y; Xiao Z; Mascia A; Amos RA; Palmans H; Thomas R,Scientific reports,Physics & Dosimetry,Physics & Dosimetry; Clinical & Translational; Beam Delivery & Technology,10.1038/s41598-023-28192-0,PMC9899251,https://pubmed.ncbi.nlm.nih.gov/36739297/
36736634,2023,"An Integrated Physical Optimization Framework for Proton Stereotactic Body Radiation Therapy FLASH Treatment Planning Allows Dose, Dose Rate, and Linear Energy Transfer Optimization Using Patient-Specific Ridge Filters.",Liu R; Charyyev S; Wahl N; Liu W; Kang M; Zhou J; Yang X; Baltazar F; Palkowitsch M; Higgins K; Dynan W; Bradley J; Lin L,"International journal of radiation oncology, biology, physics",Treatment Planning & Optimization,Treatment Planning & Optimization; Modeling & Mechanisms; Clinical & Translational,10.1016/j.ijrobp.2023.01.048,,https://pubmed.ncbi.nlm.nih.gov/36736634/
36731459,2023,Induction of DNA strand breaks and oxidative base damages in plasmid DNA by ultra-high dose rate proton irradiation.,Konishi T; Kusumoto T; Hiroyama Y; Kobayashi A; Mamiya T; Kodaira S,International journal of radiation biology,Radiobiology,Radiobiology,10.1080/09553002.2023.2176562,,https://pubmed.ncbi.nlm.nih.gov/36731459/
36731139,2023,Proton FLASH effects on mouse skin at different oxygen tensions.,Zhang Q; Gerweck LE; Cascio E; Yang Q; Huang P; Niemierko A; Bertolet A; Nesteruk KP; McNamara A; Schuemann J,Physics in medicine and biology,Radiobiology,Radiobiology; Modeling & Mechanisms,10.1088/1361-6560/acb888,PMC11164666,https://pubmed.ncbi.nlm.nih.gov/36731139/
36731135,2023,Investigating the potential contribution of inter-track interactions within ultra-high dose-rate proton therapy.,Thompson SJ; Prise KM; McMahon SJ,Physics in medicine and biology,Modeling & Mechanisms,Modeling & Mechanisms,10.1088/1361-6560/acb88a,,https://pubmed.ncbi.nlm.nih.gov/36731135/
36716492,2023,"Ultra-fast, high spatial resolution single-pulse scintillation imaging of synchrocyclotron pencil beam scanning proton delivery.",Clark M; Ding X; Zhao L; Pogue B; Gladstone D; Rahman M; Zhang R; Bruza P,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology,10.1088/1361-6560/acb753,PMC9935801,https://pubmed.ncbi.nlm.nih.gov/36716492/
36697058,2023,Ultra-high Dose-rate Carbon-ion Scanning Beam With a Compact Medical Synchrotron Contributing to Further Development of FLASH Irradiation.,Yagi M; Shimizu S; Minami K; Hamatani N; Tsubouchi T; Takashina M; Umezawa M; Nomura T; Mukoyoshi W; Nishio T; Koizumi M; Ogawa K; Kanai T,Anticancer research,Beam Delivery & Technology,Beam Delivery & Technology,10.21873/anticanres.16194,,https://pubmed.ncbi.nlm.nih.gov/36697058/
36696696,2023,"Characterization of LiF:Mg,Ti thermoluminescence detectors in low-LET proton beams at ultra-high dose rates.",Motta S; Christensen JB; Togno M; Schäfer R; Safai S; Lomax AJ; Yukihara EG,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry,10.1088/1361-6560/acb634,,https://pubmed.ncbi.nlm.nih.gov/36696696/
36693147,2023,Effects of Flash Radiotherapy on Blood Lymphocytes in Humans and Small Laboratory Animals.,Cucinotta FA; Smirnova OA,Radiation research,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.1667/RADE-22-00093.1,,https://pubmed.ncbi.nlm.nih.gov/36693147/
36657235,2023,"Out-of-field measurements and simulations of a proton pencil beam in a wide range of dose rates using a Timepix3 detector: Dose rate, flux and LET.",Oancea C; Granja C; Marek L; Jakubek J; Šolc J; Bodenstein E; Gantz S; Pawelke J; Pivec J,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB),Physics & Dosimetry,Physics & Dosimetry; Modeling & Mechanisms,10.1016/j.ejmp.2023.102529,,https://pubmed.ncbi.nlm.nih.gov/36657235/
