pmid,year,title,journal,screen_reason,url
36057518,2022,[Securing the information system of health care organisations].,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/36057518/
36040114,2022,Photochemistry of phosphenic chloride (ClPO2): isomerization with chlorine metaphosphite (ClOPO) and reduction by carbon monoxide.,Physical chemistry chemical physics : PCCP,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/36040114/
35897943,2022,Tandem Transesterification-Esterification Reactions Using a Hydrophilic Sulfonated Silica Catalyst for the Synthesis of Wintergreen Oil from Acetylsalicylic Acid Promoted by Microwave Irradiation.,"Molecules (Basel, Switzerland)",off-topic sense of 'flash': flash chromatograph,https://pubmed.ncbi.nlm.nih.gov/35897943/
35818297,2022,Abnormal sensation during total body irradiation: a prospective observational study.,Journal of radiation research,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/35818297/
35771330,2022,Sustainable eco-friendly extraction of yellow natural dye from haar singhar (Nyctanthes arbor-tritis) for bio coloration of cotton fabric.,Environmental science and pollution research international,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/35771330/
35771242,2022,Curtius-Type Rearrangement of Sulfinyl Azides: A Matrix Isolation and Computational Study.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/35771242/
35699397,2022,Generation and reactivity of vinyltelluryl radical.,Physical chemistry chemical physics : PCCP,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/35699397/
35618563,2022,"Comparing the robustness of different skin flash approaches using wide tangents, manual flash VMAT, and simulated organ motion robust optimization VMAT in breast and nodal radiotherapy.",Medical dosimetry : official journal of the American Association of Medical Dosimetrists,aperture/planning 'flash': skin flash,https://pubmed.ncbi.nlm.nih.gov/35618563/
35550969,2022,Effect of disinfection on the photoreactivity of effluent organic matter and photodegradation of organic contaminants.,Water research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/35550969/
35446582,2022,Why Did Nature Choose Manganese over Cobalt to Make Oxygen Photosynthetically on the Earth?,The journal of physical chemistry. B,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/35446582/
35362501,2022,Fluoromethylsulfinyl radicals: spectroscopic characterization and photoisomerization via intramolecular hydrogen shift.,Physical chemistry chemical physics : PCCP,off-topic title subject: photoisomeri,https://pubmed.ncbi.nlm.nih.gov/35362501/
39635285,2022,Combining one and two photon polymerization for accelerated high performance (3 + 1)D photonic integration.,"Nanophotonics (Berlin, Germany)",no radiation signal + off-topic term: semiconductor,https://pubmed.ncbi.nlm.nih.gov/39635285/
35282612,2022,Banana split: biomass splitting with flash light irradiation.,Chemical science,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/35282612/
35263591,2022,Stem cell differentiation with consistent lineage commitment induced by a flash of ultrafast-laser activation in vitro and in vivo.,Cell reports,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/35263591/
35214991,2022,Photothermal Desorption of Toluene from Carbonaceous Substrates Using Light Flash.,"Nanomaterials (Basel, Switzerland)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/35214991/
35203017,2022,Photochemical oxidation of phenols and anilines mediated by phenoxyl radicals in aqueous solution.,Water research,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/35203017/
35143202,2022,"Stereoselective, Ruthenium-Photocatalyzed Synthesis of 1,2-Diaminotruxinic Bis-amino Acids from 4-Arylidene-5(4H)-oxazolones.",The Journal of organic chemistry,no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/35143202/
34954366,2022,Aquatic photolysis of ketoprofen generates products with photosensitizing activity and toxicity.,Water research,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/34954366/
34871596,2022,Microwave assisted biodiesel production from chicken feather meal oil using Bio-Nano Calcium oxide derived from chicken egg shell.,Environmental research,off-topic sense of 'flash': flash point,https://pubmed.ncbi.nlm.nih.gov/34871596/
34562711,2022,Insights into the hydrated electron generation from UV/aniline: Mechanism and quantum efficiency.,Chemosphere,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/34562711/
34503403,2022,Ultrasound-triggered imaging and drug delivery using microbubble-self-aggregate complexes.,Journal of biomaterials science. Polymer edition,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/34503403/
35479023,2021,Increased sanitization potency of hydrogen peroxide with synergistic O3 and intense pulsed light for non-woven polypropylene.,RSC advances,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/35479023/
34890193,2021,Spectroscopic Characterization of HSO2• and HOSO• Intermediates Involved in SO2 Geoengineering.,The journal of physical chemistry. A,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/34890193/
34873416,2021,Effects of Ultrasound Contrast Agent-Mediated Nerve Growth Factor on Apoptosis of Retinal Ganglion Cells in Mice with Glaucoma.,Computational and mathematical methods in medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/34873416/
34869190,2021,Editorial: Ionizing Radiation and Human Health: A Multifaceted Relationship.,Frontiers in public health,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/34869190/
34715679,2021,Proton irradiation effects on mechanochemically synthesized and flash-evaporated hybrid organic-inorganic lead halide perovskites.,Nanotechnology,off-topic title subject: perovskite,https://pubmed.ncbi.nlm.nih.gov/34715679/
34706320,2021,Aqueous photodegradation of the benzophenone fungicide metrafenone: Carbon-bromine bond cleavage mechanism.,Water research,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/34706320/
34640004,2021,Effect of Rare-Earth Ions on the Optical and PL Properties of Novel Borosilicate Glass Developed from Agricultural Waste.,"Materials (Basel, Switzerland)",curator override: manually excluded,https://pubmed.ncbi.nlm.nih.gov/34640004/
34638437,2021,A Multi-Scale and Multi-Technique Approach for the Characterization of the Effects of Spatially Fractionated X-ray Radiation Therapies in a Preclinical Model.,Cancers,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/34638437/
34382255,2021,Gamma-irradiation of common biological samples for stable carbon and nitrogen isotope and elemental analyses.,Rapid communications in mass spectrometry : RCM,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/34382255/
34367279,2021,SPP1 Regulates Radiotherapy Sensitivity of Gastric Adenocarcinoma via the Wnt/Beta-Catenin Pathway.,Journal of oncology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/34367279/
34313435,2021,Self-Assembly and Photochemistry of a Pyrene-Methyl Viologen Supramolecular Fiber System.,The journal of physical chemistry. B,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/34313435/
34313279,2021,Spectroscopic characterization and photochemistry of the vinylsulfinyl radical.,Physical chemistry chemical physics : PCCP,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/34313279/
34255880,2021,"Insights into the Photodegradation of the Contact Allergen Fragrance Cinnamyl Alcohol: Kinetics, Mechanism, and Toxicity.",Environmental toxicology and chemistry,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/34255880/
34200054,2021,Effective Singlet Oxygen Sensitizers Based on the Phenazine Skeleton as Efficient Light Absorbers in Dye Photoinitiating Systems for Radical Polymerization of Acrylates.,"Materials (Basel, Switzerland)",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/34200054/
34115813,2021,Interplay of phosphate and carbonate ions with flavin photosensitizers in photodynamic inactivation of bacteria.,PloS one,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/34115813/
34028963,2021,Effect of auto flash margin on superficial dose in breast conserving radiotherapy for breast cancer.,Journal of applied clinical medical physics,aperture/planning 'flash': auto flash,https://pubmed.ncbi.nlm.nih.gov/34028963/
34010716,2021,"Degradation effect of ultraviolet-induced advanced oxidation of chlorine, chlorine dioxide, and hydrogen peroxide and its impact on coagulation of extracellular organic matter produced by Microcystis aeruginosa.",Chemosphere,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/34010716/
33998592,2021,Pulsed X-ray source with the pulse duration of 50 ns and the peak power of 70 MW for capturing moving objects.,Journal of X-ray science and technology,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/33998592/
33890390,2021,Engineering Nanoparticulate Organic Photocatalysts via a Scalable Flash Nanoprecipitation Process for Efficient Hydrogen Production.,Angewandte Chemie (International ed. in English),no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/33890390/
33862361,2021,"Photochemical reactions between superoxide ions and 2,4,6-trichlorophenol in atmospheric aqueous environments.",Chemosphere,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/33862361/
33822508,2021,Enhanced Mycelium Production of Phellinus igniarius (Agaricomycetes) Using a He-Ne Laser with Pulsed Light.,International journal of medicinal mushrooms,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/33822508/
33796360,2021,Laser-generated focused ultrasound transducer using a perforated photoacoustic lens for tissue characterization.,Biomedical optics express,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/33796360/
33769779,2021,Strategically Controlled Flash Irradiation on Silicon Anode for Enhancing Cycling Stability and Rate Capability toward High-Performance Lithium-Ion Batteries.,ACS applied materials & interfaces,no topic keywords and no radiation signal,https://pubmed.ncbi.nlm.nih.gov/33769779/
33681581,2021,Determining the Thermal Properties of Buckypapers Used in Photothermal Desorption.,ACS omega,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/33681581/
33667077,2021,Ethynylhydroxycarbene (H-C≡C-C̈-OH).,Journal of the American Chemical Society,curator override: manually excluded,https://pubmed.ncbi.nlm.nih.gov/33667077/
33664300,2021,Synthesis of silver nanoparticles embedded with single-walled carbon nanotubes for printable elastic electrodes and sensors with high stability.,Scientific reports,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/33664300/
33634556,2021,A Flash-Induced Robust Cu Electrode on Glass Substrates and Its Application for Thin-Film μLEDs.,"Advanced materials (Deerfield Beach, Fla.)",no radiation signal + off-topic term: thin-film,https://pubmed.ncbi.nlm.nih.gov/33634556/
33574482,2021,Millisecond photonic sintering of iron oxide doped alumina ceramic coatings.,Scientific reports,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/33574482/
33534579,2021,From Incident Light to Persistent and Regenerable Radicals of Urea-Assembled Benzophenone Frameworks: A Structural Investigation.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/33534579/
33493723,2021,Photochemical degradation of fragrance ingredient benzyl formate in water: Mechanism and toxicity assessment.,Ecotoxicology and environmental safety,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/33493723/
33422976,2021,Enhanced alteration of poly(vinyl chloride) microplastics by hydrated electrons derived from indole-3-acetic acid assisted by a common cationic surfactant.,Water research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/33422976/
33372404,2021,Review: High temperature short time treatment of cell culture media and feed solutions to mitigate adventitious viral contamination in the biopharmaceutical industry.,Biotechnology progress,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/33372404/
33278728,2021,Hydrogen peroxide and persulfate activation using UVA-UVB radiation: Degradation of estrogenic compounds and application in sewage treatment plant waters.,Journal of hazardous materials,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/33278728/
33252968,2021,Sense of agency with illusory visual events.,Journal of experimental psychology. Human perception and performance,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/33252968/
33107611,2021,In vitro thrombus formation and in vivo hemostasis mediated by platelets irradiated with bactericidal ultraviolet C from xenon flash under flow conditions.,Transfusion,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/33107611/
32994095,2021,The robustness of VMAT radiotherapy for breast cancer with tissue deformations.,Medical dosimetry : official journal of the American Association of Medical Dosimetrists,aperture/planning 'flash': skin flash,https://pubmed.ncbi.nlm.nih.gov/32994095/
